bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
451729,1022,HB1010,2,Engrossed,2013-02-18,"Concerning antifreeze products.","Concerning antifreeze products.",943,"House Rules",2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1010/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1010&year=2013
451722,1022,HB1011,2,Engrossed,2014-02-11,"Removing the one-year waiting period for veterans or active members of the military for purposes of eligibility for resident tuition.","Removing the one-year waiting period for veterans or active members of the military for purposes of eligibility for resident tuition.",960,"Senate Rules",2014-03-13,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1011/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1011&year=2013
451718,1022,HB1012,4,Passed,2013-05-01,"Increasing the penal sum of a surety bond required to be maintained by an appraisal management company.","Increasing the penal sum of a surety bond required to be maintained by an appraisal management company.",0,,2013-05-01,"Effective date 7/28/2013.",https://legiscan.com/WA/bill/HB1012/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1012&year=2013
451713,1022,HB1013,2,Engrossed,2013-03-09,"Authorizing regular meetings of county legislative authorities to be held at alternate locations within the county.","Authorizing regular meetings of county legislative authorities to be held at alternate locations within the county.",960,"Senate Rules",2014-03-13,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1013/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1013&year=2013
451705,1022,HB1014,2,Engrossed,2013-02-20,"Recognizing ""Native American Heritage Day.""","Recognizing ""Native American Heritage Day.""",0,,2014-02-18,"Returned to Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1014/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1014&year=2013
451701,1022,HB1015,1,Introduced,2013-01-14,"Reducing costs by reducing state assessment requirements.","Reducing costs by reducing state assessment requirements.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1015/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1015&year=2013
451697,1022,HB1016,2,Engrossed,2013-02-18,"Designating facilities and infrastructure of water purveyors as essential public facilities under growth management planning requirements.","Designating facilities and infrastructure of water purveyors as essential public facilities under growth management planning requirements.",1714,"House Local Government",2014-01-13,"Referred to Local Government.",https://legiscan.com/WA/bill/HB1016/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1016&year=2013
451690,1022,HB1017,2,Engrossed,2013-03-06,"Creating new efficiency standards.","Creating new efficiency standards.",960,"Senate Rules",2014-03-13,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1017/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1017&year=2013
451683,1022,HB1018,1,Introduced,2013-01-14,"Expanding criminal penalties for assault.","Expanding criminal penalties for assault.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1018/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1018&year=2013
451678,1022,HB1019,1,Introduced,2013-01-14,"Regarding identification of requestors of public records.","Regarding identification of requestors of public records.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1019/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1019&year=2013
451674,1022,HB1020,1,Introduced,2013-01-14,"Prohibiting level III sex offenders from residing in a community protection zone.","Prohibiting level III sex offenders from residing in a community protection zone.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1020/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1020&year=2013
451668,1022,HB1021,4,Passed,2013-05-01,"Educating parents of the harmful effects of parental abduction.","Educating parents of the harmful effects of parental abduction.",0,,2013-05-01,"Effective date 7/28/2013.",https://legiscan.com/WA/bill/HB1021/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1021&year=2013
451660,1022,HB1022,1,Introduced,2013-01-14,"Concerning the sampling of wine and beer at specialty stores.","Concerning the sampling of wine and beer at specialty stores.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1022/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1022&year=2013
451656,1022,HB1023,1,Introduced,2013-01-14,"Extending apprenticeship utilization requirements.","Extending apprenticeship utilization requirements.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1023/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1023&year=2013
451651,1022,HB1024,1,Introduced,2013-01-14,"Addressing service animals.","Addressing service animals.",0,,2014-02-18,"Returned to Rules Committee for second reading.",https://legiscan.com/WA/bill/HB1024/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1024&year=2013
451646,1022,HB1025,1,Introduced,2013-01-14,"Extending the application of prevailing wage requirements.","Extending the application of prevailing wage requirements.",933,"House Finance",2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1025/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1025&year=2013
451640,1022,HB1026,1,Introduced,2013-01-14,"Requiring use of resident workers on public works.","Requiring use of resident workers on public works.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1026/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1026&year=2013
451635,1022,HB1027,2,Engrossed,2013-03-06,"Implementing changes to child support based on the child support schedule work group report.","Implementing changes to child support based on the child support schedule work group report.",960,"Senate Rules",2014-03-13,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1027/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1027&year=2013
451631,1022,HB1028,2,Engrossed,2013-03-09,"Modifying a portion of the scenic and recreational highway on state route number 410.","Modifying a portion of the scenic and recreational highway on state route number 410.",946,"House Transportation",2014-01-13,"Referred to Transportation.",https://legiscan.com/WA/bill/HB1028/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1028&year=2013
451624,1022,HB1029,1,Introduced,2013-01-14,"Concerning private road maintenance agreements.","Concerning private road maintenance agreements.",0,,2014-02-03,"Passed to Rules Committee for second reading.",https://legiscan.com/WA/bill/HB1029/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1029&year=2013
451618,1022,HB1030,1,Introduced,2013-01-14,"Adopting the electric transmission line siting compact.","Adopting the electric transmission line siting compact.",2764,"House Technology & Economic Development",2014-01-13,"Referred to Technology & Economic Development.",https://legiscan.com/WA/bill/HB1030/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1030&year=2013
451614,1022,HB1031,1,Introduced,2013-01-14,"Concerning the collection of debts by attorneys.","Concerning the collection of debts by attorneys.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1031/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1031&year=2013
451609,1022,HB1032,2,Engrossed,2013-03-04,"Addressing portable electronics insurance.","Addressing portable electronics insurance.",1735,"House Business & Financial Services",2014-01-13,"Referred to Business & Financial Services.",https://legiscan.com/WA/bill/HB1032/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1032&year=2013
451597,1022,HB1033,1,Introduced,2013-01-14,"Regulating the settling of certain insurer transactions.","Regulating the settling of certain insurer transactions.",1735,"House Business & Financial Services",2014-01-13,"Referred to Business & Financial Services.",https://legiscan.com/WA/bill/HB1033/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1033&year=2013
451593,1022,HB1034,4,Passed,2013-04-25,"Regulating the licensing of escrow agents.","Regulating the licensing of escrow agents.",0,,2013-04-25,"Effective date 7/28/2013.",https://legiscan.com/WA/bill/HB1034/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1034&year=2013
451588,1022,HB1035,4,Passed,2013-04-25,"Addressing title insurance rate filings.","Addressing title insurance rate filings.",0,,2013-04-25,"Effective date 7/28/2013.",https://legiscan.com/WA/bill/HB1035/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1035&year=2013
451581,1022,HB1036,4,Passed,2013-05-03,"Regulating service contracts.","Regulating service contracts.",0,,2013-05-03,"Effective date 7/28/2013.",https://legiscan.com/WA/bill/HB1036/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1036&year=2013
451576,1022,HB1037,1,Introduced,2013-01-14,"Establishing a cost-recovery mechanism for public records sought for commercial purposes.","Establishing a cost-recovery mechanism for public records sought for commercial purposes.",0,,2014-02-18,"Returned to Rules Committee for second reading.",https://legiscan.com/WA/bill/HB1037/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1037&year=2013
451571,1022,HB1038,2,Engrossed,2013-02-25,"Requiring the department of licensing to adopt rules regarding online learning for training in cosmetology, manicuring, barbering, esthetics, and instruction.","Requiring the department of licensing to adopt rules regarding online learning for training in cosmetology, manicuring, barbering, esthetics, and instruction.",960,"Senate Rules",2014-03-13,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1038/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1038&year=2013
451567,1022,HB1039,1,Introduced,2013-01-14,"Concerning per diem compensation for flood control zone district supervisors.","Concerning per diem compensation for flood control zone district supervisors.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1039/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1039&year=2013
451561,1022,HB1040,1,Introduced,2013-01-14,"Concerning real property valuation notices.","Concerning real property valuation notices.",0,,2014-02-11,"Passed to Rules Committee for second reading.",https://legiscan.com/WA/bill/HB1040/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1040&year=2013
451556,1022,HB1041,1,Introduced,2013-01-14,"Requiring proof of Washington residency for driver's license and identicard issuance.","Requiring proof of Washington residency for driver's license and identicard issuance.",946,"House Transportation",2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1041/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1041&year=2013
451552,1022,HB1042,1,Introduced,2013-01-14,"Concerning metropolitan park district property tax levies.","Concerning metropolitan park district property tax levies.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1042/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1042&year=2013
451545,1022,HB1043,2,Engrossed,2013-02-15,"Limiting differential tuition.","Limiting differential tuition.",960,"Senate Rules",2014-03-13,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1043/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1043&year=2013
451540,1022,HB1044,2,Engrossed,2013-02-22,"Concerning health plan coverage for the voluntary termination of a pregnancy.","Concerning health plan coverage for the voluntary termination of a pregnancy.",937,"House Health Care and Wellness",2014-01-13,"Referred to Health Care & Wellness.",https://legiscan.com/WA/bill/HB1044/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1044&year=2013
451533,1022,HB1045,4,Passed,2013-05-16,"Authorizing certain local authorities to establish maximum speed limits on certain nonarterial highways.","Authorizing certain local authorities to establish maximum speed limits on certain nonarterial highways.",0,,2013-05-16,"Effective date 7/28/2013.",https://legiscan.com/WA/bill/HB1045/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1045&year=2013
451528,1022,HB1046,1,Introduced,2013-01-14,"Concerning uncontested rate modifications for utilities and transportation commission regulated water companies.","Concerning uncontested rate modifications for utilities and transportation commission regulated water companies.",1716,"House Environment",2014-01-13,"Referred to Environment.",https://legiscan.com/WA/bill/HB1046/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1046&year=2013
451523,1022,HB1047,2,Engrossed,2013-02-22,"Concerning photographs, microphotographs, and electronic images from traffic safety cameras and toll systems.","Concerning photographs, microphotographs, and electronic images from traffic safety cameras and toll systems.",960,"Senate Rules",2014-03-13,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1047/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1047&year=2013
451516,1022,HB1048,2,Engrossed,2013-03-05,"Regarding higher education governance.","Regarding higher education governance.",0,,2014-01-30,"House Rules ""X"" file.",https://legiscan.com/WA/bill/HB1048/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1048&year=2013
451512,1022,HB1049,1,Introduced,2013-01-14,"Concerning the administration and operation of flood control districts.","Concerning the administration and operation of flood control districts.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1049/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1049&year=2013
451505,1022,HB1050,1,Introduced,2013-01-14,"Authorizing government agencies to sell naming rights of public facilities.","Authorizing government agencies to sell naming rights of public facilities.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1050/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1050&year=2013
451501,1022,HB1051,1,Introduced,2013-01-14,"Authorizing the sale of rights to name or rename state transportation facilities.","Authorizing the sale of rights to name or rename state transportation facilities.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1051/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1051&year=2013
451496,1022,HB1052,1,Introduced,2013-01-14,"Concerning local government selection of appropriate sewer systems in urban areas.","Concerning local government selection of appropriate sewer systems in urban areas.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1052/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1052&year=2013
451490,1022,HB1053,1,Introduced,2013-01-14,"Requiring notice to property owners when a county, city, or town modifies its zoning requirements.","Requiring notice to property owners when a county, city, or town modifies its zoning requirements.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1053/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1053&year=2013
451485,1022,HB1054,1,Introduced,2013-01-14,"Regarding the allocation of one-half of one percent of original public school construction for equipment and technology purposes.","Regarding the allocation of one-half of one percent of original public school construction for equipment and technology purposes.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1054/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1054&year=2013
451480,1022,HB1055,1,Introduced,2013-01-14,"Concerning metropolitan park district property tax levies.","Concerning metropolitan park district property tax levies.",933,"House Finance",2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1055/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1055&year=2013
451473,1022,HB1056,4,Passed,2013-04-25,"Authorizing certain corporate officers to receive unemployment benefits.","Authorizing certain corporate officers to receive unemployment benefits.",0,,2013-04-25,"Effective date 12/29/2013.",https://legiscan.com/WA/bill/HB1056/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1056&year=2013
451468,1022,HB1057,2,Engrossed,2013-06-06,"Making 2013-2015 operating appropriations.","Making 2013-2015 operating appropriations.",2759,"House Appropriations",2014-01-13,"Referred to Appropriations.",https://legiscan.com/WA/bill/HB1057/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1057&year=2013
451461,1022,HB1058,1,Introduced,2013-01-14,"Making 2013 supplemental operating appropriations.","Making 2013 supplemental operating appropriations.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1058/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1058&year=2013
451456,1022,HB1059,2,Engrossed,2013-02-22,"Providing that a proclamation of a state of emergency is effective upon the governor's signature.","Providing that a proclamation of a state of emergency is effective upon the governor's signature.",2763,"House Public Safety",2014-01-13,"Referred to Public Safety.",https://legiscan.com/WA/bill/HB1059/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1059&year=2013
451451,1022,HB1060,1,Introduced,2013-01-14,"Scoring an offense a class C felony equivalent if the offense was a felony under the relevant out-of-state statute when there is no clearly comparable offense under Washington law.","Scoring an offense a class C felony equivalent if the offense was a felony under the relevant out-of-state statute when there is no clearly comparable offense under Washington law.",0,,2014-02-18,"Returned to Rules Committee for second reading.",https://legiscan.com/WA/bill/HB1060/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1060&year=2013
451445,1022,HB1061,1,Introduced,2013-01-14,"Changing provisions regarding the finding of aggravating circumstances.","Changing provisions regarding the finding of aggravating circumstances.",2758,"House Appropriations Subcommittee on General Government",2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1061/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1061&year=2013
451440,1022,HB1062,1,Introduced,2013-01-14,"Removing provisions relating to subversive activities.","Removing provisions relating to subversive activities.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1062/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1062&year=2013
451436,1022,HB1063,2,Engrossed,2014-02-03,"Creating a senior center license.","Creating a senior center license.",960,"Senate Rules",2014-03-13,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1063/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1063&year=2013
451430,1022,HB1064,2,Engrossed,2014-02-07,"Making technical changes to form year designations.","Making technical changes to form year designations.",960,"Senate Rules",2014-03-13,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1064/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1064&year=2013
451424,1022,HB1065,4,Passed,2013-05-01,"Addressing the applicability of statutes of limitation in arbitration proceedings.","Addressing the applicability of statutes of limitation in arbitration proceedings.",0,,2013-05-01,"Effective date 7/28/2013.",https://legiscan.com/WA/bill/HB1065/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1065&year=2013
451419,1022,HB1066,1,Introduced,2013-01-14,"Requiring the advertised selling price of liquor to include liquor taxes.","Requiring the advertised selling price of liquor to include liquor taxes.",2761,"House Government Accountability & Oversight",2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1066/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1066&year=2013
451406,1022,HB1067,1,Introduced,2013-01-14,"Enhancing the basic education allocation formula for principals, assistant principals, and other certificated building-level administrators to support the teacher evaluation program requirements of RCW 28A.405.100.","Enhancing the basic education allocation formula for principals, assistant principals, and other certificated building-level administrators to support the teacher evaluation program requirements of RCW 28A.405.100.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1067/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1067&year=2013
451402,1022,HB1068,4,Passed,2013-05-10,"Concerning the television reception improvement district excise tax.","Concerning the television reception improvement district excise tax.",0,,2013-05-10,"Effective date 7/28/2013.",https://legiscan.com/WA/bill/HB1068/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1068&year=2013
451397,1022,HB1069,1,Introduced,2013-01-14,"Concerning the fair debt buyers practices act.","Concerning the fair debt buyers practices act.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1069/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1069&year=2013
454026,1022,HB1070,1,Introduced,2013-01-15,"Addressing employer notification upon commercial driver's license suspension.","Addressing employer notification upon commercial driver's license suspension.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1070/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1070&year=2013
454043,1022,HB1071,4,Passed,2013-05-01,"Regarding state and private partnerships for managing salmonid hatcheries.","Regarding state and private partnerships for managing salmonid hatcheries.",0,,2013-05-01,"Effective date 7/28/2013.",https://legiscan.com/WA/bill/HB1071/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1071&year=2013
454058,1022,HB1072,2,Engrossed,2014-02-14,"Creating the agricultural labor skills and safety grant program.","Creating the agricultural labor skills and safety grant program.",960,"Senate Rules",2014-03-13,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1072/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1072&year=2013
454077,1022,HB1073,1,Introduced,2013-01-15,"Concerning payments to counties in lieu of property taxes on state-owned land.","Concerning payments to counties in lieu of property taxes on state-owned land.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1073/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1073&year=2013
454092,1022,HB1074,4,Passed,2013-04-18,"Concerning requirements governing and associated with plat approvals.","Concerning requirements governing and associated with plat approvals.",0,,2013-04-18,"Effective date 7/28/2013.",https://legiscan.com/WA/bill/HB1074/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1074&year=2013
454108,1022,HB1075,4,Passed,2013-05-20,"Concerning the number of Puget Sound Dungeness crab fishery licenses that one vessel may be designated to carry.","Concerning the number of Puget Sound Dungeness crab fishery licenses that one vessel may be designated to carry.",0,,2013-05-20,"Effective date 7/28/2013.",https://legiscan.com/WA/bill/HB1075/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1075&year=2013
454124,1022,HB1076,4,Passed,2013-05-10,"Expanding participation in innovation academy cooperatives.","Expanding participation in innovation academy cooperatives.",0,,2013-05-10,"Effective date 7/28/2013.",https://legiscan.com/WA/bill/HB1076/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1076&year=2013
454142,1022,HB1077,1,Introduced,2013-01-15,"Authorizing the educational service district board to fill vacancies on the board of directors in second-class school districts with an at-large appointment if after one hundred twenty days a candidate from the director district cannot be recruited.","Authorizing the educational service district board to fill vacancies on the board of directors in second-class school districts with an at-large appointment if after one hundred twenty days a candidate from the director district cannot be recruited.",930,"House Education",2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1077/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1077&year=2013
456815,1022,HB1078,1,Introduced,2013-01-16,"Requiring the ballot proposition to reduce the terms of office of port commissioners to be submitted at the next general election.","Requiring the ballot proposition to reduce the terms of office of port commissioners to be submitted at the next general election.",2762,"House Government Operations & Elections",2014-01-13,"Referred to Government Operations & Elections.",https://legiscan.com/WA/bill/HB1078/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1078&year=2013
456810,1022,HB1079,1,Introduced,2013-01-16,"Regarding economic revitalization in urban growth areas.","Regarding economic revitalization in urban growth areas.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1079/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1079&year=2013
456807,1022,HB1080,1,Introduced,2013-01-16,"Concerning the crime of rendering criminal assistance.","Concerning the crime of rendering criminal assistance.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1080/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1080&year=2013
456799,1022,HB1081,1,Introduced,2013-01-16,"Addressing certain annual reviews of commitment.","Addressing certain annual reviews of commitment.",0,,2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1081/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1081&year=2013
456795,1022,HB1082,1,Introduced,2013-01-16,"Providing for a reduction of ferry fares.","Providing for a reduction of ferry fares.",946,"House Transportation",2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1082/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1082&year=2013
456787,1022,HB1083,2,Engrossed,2013-03-05,"Authorizing judges of tribal courts to solemnize marriages.","Authorizing judges of tribal courts to solemnize marriages.",960,"Senate Rules",2014-03-13,"By resolution, returned to House Rules Committee for third reading.",https://legiscan.com/WA/bill/HB1083/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1083&year=2013
456780,1022,HB1084,1,Introduced,2013-01-16,"Concerning the medical use of cannabis.","Concerning the medical use of cannabis.",937,"House Health Care and Wellness",2014-01-13,"By resolution, reintroduced and retained in present status.",https://legiscan.com/WA/bill/HB1084/2013,http://apps.leg.wa.gov/billinfo/summary.aspx?bill=1084&year=2013
